 ,3,4,5,8,10,20,50,100,200
1,0.000030500,0.000021375,0.000024958,0.000054666,0.000081000,0.000416416,0.005337167,0.039624375,0.301219500
2,0.000017500,0.000015958,0.000022833,0.000051833,0.000079833,0.000419458,0.005315792,0.039313333,0.297944708
3,0.000014375,0.000014584,0.000022792,0.000047417,0.000078334,0.000412916,0.005342167,0.040370292,0.305565500
4,0.000013750,0.000015000,0.000022125,0.000050209,0.000078208,0.000453542,0.005269125,0.040542792,0.336682334
5,0.000022500,0.000014125,0.000021542,0.000048542,0.000077583,0.000414791,0.005281458,0.040209792,0.311965167
6,0.000015625,0.000015125,0.000021917,0.000049333,0.000103667,0.000424000,0.005304791,0.039595250,0.299785709
7,0.000013167,0.000015416,0.000020166,0.000058166,0.000081667,0.000411250,0.005252416,0.039591417,0.293530834
8,0.000012041,0.000015792,0.000021333,0.000058292,0.000083458,0.000416667,0.005205584,0.039466500,0.298307666
9,0.000012084,0.000015625,0.000024625,0.000049291,0.000074000,0.000423792,0.005239584,0.039635584,0.296814709
10,0.000011375,0.000015417,0.000022334,0.000048709,0.000081208,0.000415917,0.005209417,0.040492334,0.307703709
 
1,0.000040458,0.000027042,0.000036750,0.000081583,0.000113833,0.000716000,0.005866042,0.055118083,0.930820833
2,0.000023708,0.000023375,0.000036958,0.000083083,0.000114583,0.000748083,0.005996125,0.053566209,0.936486208
3,0.000020583,0.000020833,0.000037208,0.000076459,0.000113083,0.000711750,0.006031500,0.053689250,0.936180875
4,0.000024917,0.000023208,0.000036000,0.000075125,0.000111500,0.000688125,0.005981000,0.054909292,0.934714917
5,0.000027875,0.000022166,0.000034291,0.000073667,0.000112250,0.000691125,0.005878333,0.055545875,0.937293208
6,0.000022333,0.000026250,0.000033083,0.000075292,0.000139750,0.000687208,0.005858208,0.055415625,0.950004500
7,0.000019167,0.000025125,0.000033125,0.000072666,0.000120708,0.000684500,0.005888625,0.055054334,0.948151500
8,0.000017500,0.000025958,0.000034250,0.000074875,0.000115750,0.000670917,0.006001958,0.055473791,0.940607708
9,0.000018208,0.000024666,0.000034625,0.000086167,0.000112042,0.000702792,0.005966042,0.054612583,0.943668459
10,0.000018292,0.000024167,0.000037083,0.000073333,0.000111459,0.000712042,0.005898625,0.054969709,0.930542250
