 ,3,4,5,8,10,20,50,100,200
1,0.000028209,0.000015583,0.000022083,0.000049375,0.000078250,0.000391125,0.005146042,0.038543584,0.292322667
2,0.000016625,0.000014541,0.000020875,0.000047250,0.000075000,0.000498209,0.005198334,0.037943458,0.299477750
3,0.000013959,0.000015917,0.000021000,0.000050084,0.000074834,0.000391083,0.005157666,0.038358375,0.293864750
4,0.000012708,0.000013500,0.000020083,0.000061166,0.000074333,0.000398500,0.005076459,0.037892083,0.296621459
5,0.000010459,0.000015208,0.000019500,0.000049500,0.000072917,0.000399750,0.005118791,0.038338125,0.295621416
6,0.000011125,0.000014500,0.000020625,0.000047166,0.000073542,0.000392292,0.004956917,0.038268084,0.298853334
7,0.000011084,0.000013916,0.000020459,0.000047875,0.000073084,0.000431292,0.004976292,0.038280208,0.293744333
8,0.000010333,0.000014333,0.000019666,0.000046625,0.000073084,0.000382375,0.005213625,0.037906958,0.296872667
9,0.000009459,0.000014584,0.000020375,0.000046625,0.000072959,0.000436542,0.005130083,0.038560209,0.300961250
10,0.000010125,0.000014166,0.000019917,0.000046500,0.000072208,0.000384542,0.005134334,0.039921292,0.296662708
 
1,0.000038125,0.000026375,0.000034167,0.000072292,0.000106625,0.000725958,0.005899958,0.055860833,0.932996125
2,0.000021667,0.000024250,0.000033416,0.000071583,0.000103750,0.000709083,0.005949334,0.056669583,0.946468292
3,0.000018041,0.000024125,0.000032875,0.000080875,0.000103750,0.000721500,0.005912875,0.056378833,0.967249833
4,0.000017042,0.000022708,0.000033500,0.000078375,0.000106208,0.000703209,0.005960875,0.056579834,0.945251292
5,0.000018333,0.000023333,0.000030125,0.000070000,0.000099209,0.000725000,0.005918125,0.056242500,0.931007917
6,0.000015291,0.000023667,0.000032375,0.000070541,0.000104583,0.000675125,0.006037083,0.056171417,0.933349917
7,0.000017292,0.000020916,0.000033542,0.000071167,0.000102292,0.000657125,0.005729250,0.055834709,0.931836417
8,0.000016750,0.000022458,0.000030792,0.000069125,0.000102167,0.000804333,0.005892875,0.056322708,0.933768458
9,0.000017167,0.000022917,0.000034042,0.000068667,0.000101458,0.000716958,0.005938875,0.055682500,0.937853750
10,0.000014792,0.000021500,0.000029625,0.000069916,0.000103292,0.000687833,0.006107708,0.055707292,0.939284750
