 ,8,16,32,64,128,256,512
1,0.000085125,0.000249583,0.001432958,0.012960792,0.080127875,0.610752125,4.724919208
2,0.000058208,0.000247333,0.001437250,0.010676250,0.083459083,0.611081833,4.721623541
3,0.000055791,0.000251125,0.001640458,0.010946500,0.084379958,0.616960834,4.756504667
4,0.000052666,0.000248083,0.001679500,0.010585209,0.078937167,0.627456041,4.753631875
5,0.000053167,0.000245250,0.001432834,0.010353333,0.092273625,0.620611959,4.772180750
6,0.000052666,0.000243334,0.001800792,0.010743334,0.079316208,0.623279167,4.788056041
7,0.000052708,0.000241834,0.001466875,0.010572333,0.077916375,0.619315250,4.773726833
8,0.000052292,0.000240792,0.001450333,0.010517584,0.079091666,0.617384334,4.793110916
9,0.000052125,0.000269292,0.003704625,0.011312625,0.087116459,0.652882916,4.730986500
10,0.000091375,0.000242209,0.001985208,0.010757042,0.079308375,0.620760875,4.734556292
 
1,0.000102625,0.000428417,0.001882292,0.012211042,0.148870084,3.090669500,102.204558166
2,0.000084834,0.000400709,0.001952625,0.012225708,0.147794209,3.204734500,101.678492750
3,0.000078291,0.000408959,0.001943292,0.012565583,0.151040667,3.170995958,101.507600583
4,0.000080625,0.000409959,0.001910667,0.012488792,0.149292666,3.183151458,101.801725708
5,0.000076125,0.000405417,0.001945958,0.012263208,0.147894250,3.256730042,99.986955584
6,0.000079166,0.000398209,0.001958959,0.012394916,0.148352917,3.290882833,100.064335042
7,0.000075583,0.000393417,0.001892416,0.012243875,0.148766417,3.246155916,100.677263084
8,0.000077708,0.000385916,0.001910584,0.012540416,0.148657792,3.239667750,101.986473958
9,0.000078458,0.000420459,0.006886708,0.012132708,0.148577917,3.228789208,101.860351583
10,0.000103333,0.000392458,0.001802875,0.012340500,0.148961542,3.175760625,101.987519542
