 ,3,4,5,8,10,20,50,100,200
1,0.000027917,0.000019708,0.000026625,0.000048125,0.000081833,0.000403625,0.005066250,0.038554250,0.289994542
2,0.000015625,0.000018417,0.000021584,0.000046791,0.000079500,0.000389750,0.005169833,0.038996417,0.298850833
3,0.000012708,0.000015583,0.000021041,0.000045416,0.000072292,0.000409000,0.005041750,0.039326834,0.296015750
4,0.000012000,0.000015459,0.000020708,0.000045250,0.000083209,0.000397042,0.005026750,0.039223750,0.300434459
5,0.000011125,0.000015083,0.000024542,0.000045833,0.000080458,0.000480167,0.005044000,0.038505584,0.295763042
6,0.000010833,0.000014333,0.000020042,0.000045541,0.000078542,0.000391625,0.005046833,0.038460708,0.294442208
7,0.000010500,0.000020583,0.000020166,0.000045208,0.000071625,0.000394333,0.005126625,0.038043334,0.296786709
8,0.000010250,0.000014125,0.000019875,0.000045709,0.000078000,0.000404292,0.005033458,0.038140875,0.300140792
9,0.000010500,0.000030750,0.000020000,0.000044667,0.000078292,0.000394209,0.005002041,0.038564792,0.297799875
10,0.000011042,0.000016750,0.000020667,0.000049458,0.000094208,0.000384042,0.004949125,0.039678625,0.295468500
 
1,0.000037666,0.000027208,0.000039375,0.000069375,0.000105875,0.000717875,0.006003333,0.055603542,0.934912125
2,0.000021375,0.000030333,0.000033541,0.000071875,0.000116500,0.000703292,0.006194459,0.056231500,0.931158792
3,0.000017208,0.000024292,0.000033458,0.000066750,0.000105000,0.000734583,0.006019709,0.055476000,0.946959333
4,0.000016875,0.000022167,0.000032917,0.000068167,0.000111208,0.000700750,0.006039917,0.055873166,0.937762458
5,0.000015875,0.000023542,0.000033583,0.000073209,0.000116042,0.000730292,0.006022834,0.055696958,0.942566416
6,0.000016750,0.000021334,0.000033541,0.000072750,0.000109792,0.000713584,0.006005250,0.055841041,0.931678375
7,0.000015375,0.000028084,0.000033417,0.000074209,0.000107625,0.000702375,0.006120417,0.055863250,0.945699250
8,0.000016000,0.000056792,0.000031958,0.000070583,0.000108042,0.000735834,0.005954917,0.055888542,0.944755208
9,0.000017875,0.000029459,0.000037416,0.000068792,0.000113709,0.000687667,0.006077375,0.055538292,0.949686875
10,0.000018500,0.000025333,0.000034625,0.000078708,0.000143709,0.000722958,0.006058542,0.055951709,0.945687084
