 ,3,4,5,8,10,20,50,100,200
1,0.000027250,0.000019708,0.000024500,0.000054292,0.000087959,0.000417500,0.005369542,0.039848041,0.299658375
2,0.000015500,0.000017625,0.000022458,0.000051708,0.000079792,0.000399125,0.005235250,0.038317291,0.300110750
3,0.000014583,0.000017166,0.000022625,0.000045416,0.000078916,0.000418708,0.005239875,0.038308792,0.300971208
4,0.000013083,0.000016625,0.000023000,0.000050125,0.000080583,0.000417084,0.005302958,0.038872666,0.299717292
5,0.000011000,0.000016542,0.000021500,0.000047666,0.000092500,0.000416500,0.005169250,0.039942250,0.300494625
6,0.000012209,0.000015791,0.000022875,0.000049292,0.000085625,0.000460000,0.005180750,0.039694417,0.298880458
7,0.000011833,0.000015875,0.000022292,0.000048083,0.000074792,0.000417458,0.005361125,0.039344708,0.300821000
8,0.000011375,0.000015875,0.000021875,0.000045250,0.000074166,0.000412458,0.005338458,0.039110083,0.304468292
9,0.000011209,0.000015500,0.000036959,0.000049416,0.000072417,0.000430125,0.005176625,0.039592875,0.297045083
10,0.000011167,0.000015833,0.000024792,0.000049209,0.000080375,0.000419542,0.005166000,0.040411750,0.298102542
 
1,0.000034625,0.000029500,0.000035792,0.000078625,0.000121292,0.000729375,0.006077042,0.054939167,0.958386125
2,0.000023041,0.000027917,0.000034958,0.000076458,0.000113917,0.000721334,0.005914375,0.053410541,0.934941333
3,0.000020667,0.000034917,0.000033000,0.000066042,0.000114375,0.000699958,0.005859125,0.053116417,0.945791042
4,0.000018292,0.000029542,0.000036625,0.000077250,0.000118750,0.000718333,0.006011250,0.055089083,0.939063375
5,0.000018708,0.000024625,0.000033458,0.000068625,0.000117708,0.000677834,0.005963916,0.055691083,0.954316708
6,0.000017208,0.000024208,0.000037209,0.000073292,0.000115125,0.000698041,0.005991083,0.055874000,0.948067750
7,0.000017958,0.000026625,0.000034083,0.000069083,0.000104667,0.000693917,0.005980792,0.055907250,0.949380000
8,0.000016042,0.000024958,0.000039292,0.000077209,0.000114916,0.000699500,0.005930083,0.055766083,0.959543542
9,0.000016333,0.000024875,0.000051666,0.000076166,0.000109000,0.000685166,0.005907791,0.054956916,0.947713459
10,0.000018208,0.000025833,0.000038959,0.000070000,0.000108083,0.000678833,0.005973500,0.054915791,0.955600250
